synthetic_claim,text,label,speaker,subject,context,conditioning_metadata,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
"says george soros,we were set up by $ 2. 6 million to the table with george soros.","says george soros,we were set up by $ 2. 6 million to the table with george soros.

[METADATA] speaker: politics watchdog | subject: congress;corrections and updates;fake news | context: a Facebook post",0,politics watchdog,congress;corrections and updates;fake news,a Facebook post,speaker: politics watchdog | subject: congress;corrections and updates;fake news | context: a Facebook post,0.0,0.0,0.0,0.0,0.0,1.0
"less than 100% of your taxes, but now been added.","less than 100% of your taxes, but now been added.

[METADATA] speaker: donald trump jr. | subject: economy;taxes | context: a tweet",0,donald trump jr.,economy;taxes,a tweet,speaker: donald trump jr. | subject: economy;taxes | context: a tweet,0.0,0.05882352963089943,0.0,0.11764705926179886,0.47058823704719543,0.3529411852359772
when obama was no longer exists on a day and women who have served our lives in the nation.,"when obama was no longer exists on a day and women who have served our lives in the nation.

[METADATA] speaker: viral image | subject: crime;sexuality;facebook fact-checks | context: a Facebook post",0,viral image,crime;sexuality;facebook fact-checks,a Facebook post,speaker: viral image | subject: crime;sexuality;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"my opponent,democrats voted for a national anthem, i have called on our vote.","my opponent,democrats voted for a national anthem, i have called on our vote.

[METADATA] speaker: nevada republican party | subject: elections | context: a tweet",0,nevada republican party,elections,a tweet,speaker: nevada republican party | subject: elections | context: a tweet,0.0,0.0,0.0,0.0,1.0,0.0
foreign governments have shown for the keystone xl pipeline is a $ 1 billion tax.,"foreign governments have shown for the keystone xl pipeline is a $ 1 billion tax.

[METADATA] speaker: senate majority pac | subject: message machine 2014;wealth;taxes | context: a campaign ad",0,senate majority pac,message machine 2014;wealth;taxes,a campaign ad,speaker: senate majority pac | subject: message machine 2014;wealth;taxes | context: a campaign ad,0.0,0.15000000596046448,0.4000000059604645,0.25,0.20000000298023224,0.0
say that were used as atotal in order to make sure they were and fraud.,"say that were used as atotal in order to make sure they were and fraud.

[METADATA] speaker: instagram posts | subject: elections;facebook fact-checks;ask politifact | context: an Instagram post",0,instagram posts,elections;facebook fact-checks;ask politifact,an Instagram post,speaker: instagram posts | subject: elections;facebook fact-checks;ask politifact | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"says donald trump is consideringa bunch of birth control, that mostly to pay for work.","says donald trump is consideringa bunch of birth control, that mostly to pay for work.

[METADATA] speaker: donald trump | subject: impeachment;negative campaigning | context: a tweet",0,donald trump,impeachment;negative campaigning,a tweet,speaker: donald trump | subject: impeachment;negative campaigning | context: a tweet,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
obamacare and democrats aregoing to pay away off obamacare.,"obamacare and democrats aregoing to pay away off obamacare.

[METADATA] speaker: barbara comstock | subject: health care | context: a web post",0,barbara comstock,health care,a web post,speaker: barbara comstock | subject: health care | context: a web post,0.3333333432674408,0.0,0.0,0.3333333432674408,0.3333333432674408,0.0
"the republicans have been out in avery low grade, to protect all over.","the republicans have been out in avery low grade, to protect all over.

[METADATA] speaker: brian joseph | subject: history;science;technology | context: a newspaper interview",0,brian joseph,history;science;technology,a newspaper interview,speaker: brian joseph | subject: history;science;technology | context: a newspaper interview,0.0,0.0,0.0,1.0,0.0,0.0
"said rick scott walkers planwas responsible for his house, which voted to keep a trillion and disabled.","said rick scott walkers planwas responsible for his house, which voted to keep a trillion and disabled.

[METADATA] speaker: hillary clinton | subject: health care | context: a television ad",0,hillary clinton,health care,a television ad,speaker: hillary clinton | subject: health care | context: a television ad,0.23920266330242157,0.25249168276786804,0.23255814611911774,0.1428571492433548,0.1029900312423706,0.029900332912802696
doctors have shown a law that all across the in florida.,"doctors have shown a law that all across the in florida.

[METADATA] speaker: kimberly guilfoyle | subject: health care;veterans;punditfact | context: a broadcast of ""The Five"" on Fox News",0,kimberly guilfoyle,health care;veterans;punditfact,"a broadcast of ""The Five"" on Fox News","speaker: kimberly guilfoyle | subject: health care;veterans;punditfact | context: a broadcast of ""The Five"" on Fox News",0.0,0.0,0.0,0.0,0.5,0.5
"a washington post. that""made all,""were going down in china.","a washington post. that""made all,""were going down in china.

[METADATA] speaker: donald trump | subject: economy;jobs | context: the first presidential debate",0,donald trump,economy;jobs,the first presidential debate,speaker: donald trump | subject: economy;jobs | context: the first presidential debate,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
if unemployment the health care billhave been paying by age of every year and it have nothing nothing.,"if unemployment the health care billhave been paying by age of every year and it have nothing nothing.

[METADATA] speaker: eric cantor | subject: economy;health care;jobs | context: a news release",0,eric cantor,economy;health care;jobs,a news release,speaker: eric cantor | subject: economy;health care;jobs | context: a news release,0.20588235557079315,0.11764705926179886,0.11764705926179886,0.2647058963775635,0.1764705926179886,0.11764705926179886
what republicans this is agood time in federal government to pay for more than.,"what republicans this is agood time in federal government to pay for more than.

[METADATA] speaker: joe barton | subject: health care;technology;privacy issues | context: a Fox News interview",0,joe barton,health care;technology;privacy issues,a Fox News interview,speaker: joe barton | subject: health care;technology;privacy issues | context: a Fox News interview,0.20000000298023224,0.0,0.0,0.6000000238418579,0.20000000298023224,0.0
"images of george floyd has taken away a time of the first time, but was given to the riots.","images of george floyd has taken away a time of the first time, but was given to the riots.

[METADATA] speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post",0,facebook posts,fake news;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"barack obama is about 20, 000 crimes by the clinton foundationto be very limited by by isis.","barack obama is about 20, 000 crimes by the clinton foundationto be very limited by by isis.

[METADATA] speaker: donald trump | subject: crime;foreign policy;terrorism | context: a campaign rally",0,donald trump,crime;foreign policy;terrorism,a campaign rally,speaker: donald trump | subject: crime;foreign policy;terrorism | context: a campaign rally,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
arnold gates foundation willcause vaccine at the becauseno warrant.,"arnold gates foundation willcause vaccine at the becauseno warrant.

[METADATA] speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
says president trumps is the art of classified to enterin germany.,"says president trumps is the art of classified to enterin germany.

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post",0,facebook posts,facebook fact-checks,a Facebook post,speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
wisconsins five five people are responsiblewhile we pay.,"wisconsins five five people are responsiblewhile we pay.

[METADATA] speaker: bill haslam | subject: economy;income | context: a speech to Carter County Republican Party",0,bill haslam,economy;income,a speech to Carter County Republican Party,speaker: bill haslam | subject: economy;income | context: a speech to Carter County Republican Party,0.3333333432674408,0.0,0.3333333432674408,0.0,0.3333333432674408,0.0
women is a lawtelling democratsphilosophy than any other country.,"women is a lawtelling democratsphilosophy than any other country.

[METADATA] speaker: uncle sam's misguided children | subject: immigration;congress;food;punditfact | context: a headline",0,uncle sam's misguided children,immigration;congress;food;punditfact,a headline,speaker: uncle sam's misguided children | subject: immigration;congress;food;punditfact | context: a headline,0.0,0.0,0.0,0.0,0.0,1.0
says the white house is being dumped of any attempts as much as a result of millennials%.,"says the white house is being dumped of any attempts as much as a result of millennials%.

[METADATA] speaker: viral image | subject: facebook fact-checks | context: a Facebook post",0,viral image,facebook fact-checks,a Facebook post,speaker: viral image | subject: facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"while voting machines, a man who have changed with democrats ahead because they win.","while voting machines, a man who have changed with democrats ahead because they win.

[METADATA] speaker: facebook posts | subject: elections;facebook fact-checks | context: a Facebook post",0,facebook posts,elections;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: elections;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
says a woman. thatthe people is down for the upcoming.,"says a woman. thatthe people is down for the upcoming.

[METADATA] speaker: facebook posts | subject: corrections and updates;pop culture;facebook fact-checks | context: a Facebook post",0,facebook posts,corrections and updates;pop culture;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: corrections and updates;pop culture;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
scott walker took office and scott walker by a provision hasput to work off by working jobs.,"scott walker took office and scott walker by a provision hasput to work off by working jobs.

[METADATA] speaker: newt gingrich | subject: economy;jobs;workers | context: a press conference",0,newt gingrich,economy;jobs;workers,a press conference,speaker: newt gingrich | subject: economy;jobs;workers | context: a press conference,0.08433734625577927,0.1325301229953766,0.2530120611190796,0.20481927692890167,0.1807228922843933,0.14457830786705017
this biden is not one - person to geton the big.,"this biden is not one - person to geton the big.

[METADATA] speaker: facebook posts | subject: elections;facebook fact-checks | context: a Facebook post",0,facebook posts,elections;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: elections;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
trey gowdy showin new york city attack.,"trey gowdy showin new york city attack.

[METADATA] speaker: pamela geller | subject: technology;terrorism;punditfact | context: a tweet",0,pamela geller,technology;terrorism;punditfact,a tweet,speaker: pamela geller | subject: technology;terrorism;punditfact | context: a tweet,0.0,0.0,0.25,0.0,0.25,0.5
"in new york city the national guardand her family is going to, and as one time.","in new york city the national guardand her family is going to, and as one time.

[METADATA] speaker: john fleming | subject: congress;technology;transparency;taxes | context: a radio ad",0,john fleming,congress;technology;transparency;taxes,a radio ad,speaker: john fleming | subject: congress;technology;transparency;taxes | context: a radio ad,0.3333333432674408,0.0,0.0,0.0,0.6666666865348816,0.0
"a new joboffice, they can change their own job in the florida.","a new joboffice, they can change their own job in the florida.

[METADATA] speaker: rick scott | subject: economy;health care;jobs | context: a ""Fox and Friends"" interview",0,rick scott,economy;health care;jobs,"a ""Fox and Friends"" interview","speaker: rick scott | subject: economy;health care;jobs | context: a ""Fox and Friends"" interview",0.08287292718887329,0.19889502227306366,0.23204420506954193,0.23204420506954193,0.20994475483894348,0.0441988967359066
when trump tweetedfor my order is going to defend the coronavirus.,"when trump tweetedfor my order is going to defend the coronavirus.

[METADATA] speaker: instagram posts | subject: religion | context: an Instagram post",0,instagram posts,religion,an Instagram post,speaker: instagram posts | subject: religion | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"california lawmakers are made a free tax dollarsbecause of the border, 000 to help prevent.","california lawmakers are made a free tax dollarsbecause of the border, 000 to help prevent.

[METADATA] speaker: will cain | subject: immigration;congress;lgbtq | context: a Fox News segment",0,will cain,immigration;congress;lgbtq,a Fox News segment,speaker: will cain | subject: immigration;congress;lgbtq | context: a Fox News segment,0.0,0.0,0.0,0.5,0.5,0.0
wisconsin voters have receivedwith at least 10 years.,"wisconsin voters have receivedwith at least 10 years.

[METADATA] speaker: beverly hall | subject: education | context: a mailer",0,beverly hall,education,a mailer,speaker: beverly hall | subject: education | context: a mailer,0.0,0.0,0.0,0.0,0.6666666865348816,0.3333333432674408
under the state department saywe can pay taxes over the last two years. thats one of them.,"under the state department saywe can pay taxes over the last two years. thats one of them.

[METADATA] speaker: susana mendoza | subject: taxes | context: a podcast interview",0,susana mendoza,taxes,a podcast interview,speaker: susana mendoza | subject: taxes | context: a podcast interview,0.0,0.20000000298023224,0.0,0.4000000059604645,0.4000000059604645,0.0
barack obamas health care plan willend medicare to be gutted.,"barack obamas health care plan willend medicare to be gutted.

[METADATA] speaker: tommy thompson | subject: health care | context: a television ad",0,tommy thompson,health care,a television ad,speaker: tommy thompson | subject: health care | context: a television ad,0.1111111119389534,0.18518517911434174,0.07407407462596893,0.2222222238779068,0.29629629850387573,0.1111111119389534
foxconn [ unemployment ] to let away from the statebecause and our government.,"foxconn [ unemployment ] to let away from the statebecause and our government.

[METADATA] speaker: joe biden | subject: economy | context: Detroit",0,joe biden,economy,Detroit,speaker: joe biden | subject: economy | context: Detroit,0.09328357875347137,0.23880596458911896,0.24253731966018677,0.19402985274791718,0.20522387325763702,0.026119403541088104
"bill clinton is his first interview in the united stateswith clinton, texas secretary of birth.","bill clinton is his first interview in the united stateswith clinton, texas secretary of birth.

[METADATA] speaker: republican party of florida | subject: race and ethnicity;florida | context: a tweet",0,republican party of florida,race and ethnicity;florida,a tweet,speaker: republican party of florida | subject: race and ethnicity;florida | context: a tweet,0.05000000074505806,0.15000000596046448,0.15000000596046448,0.30000001192092896,0.25,0.10000000149011612
i am told illegal immigrants went up up the american flagin jail.,"i am told illegal immigrants went up up the american flagin jail.

[METADATA] speaker: donzella james | subject: guns | context: a speech",0,donzella james,guns,a speech,speaker: donzella james | subject: guns | context: a speech,0.0,0.0,0.0,0.0,1.0,0.0
when it was a new york times reported that he is up for a gun.,"when it was a new york times reported that he is up for a gun.

[METADATA] speaker: facebook posts | subject: candidate biography;facebook fact-checks | context: a Facebook post",0,facebook posts,candidate biography;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: candidate biography;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
barack obama will not be vaccinated off the military service because they dont want.,"barack obama will not be vaccinated off the military service because they dont want.

[METADATA] speaker: tweets | subject: china;public health;facebook fact-checks | context: posts on Twitter and Facebook",0,tweets,china;public health;facebook fact-checks,posts on Twitter and Facebook,speaker: tweets | subject: china;public health;facebook fact-checks | context: posts on Twitter and Facebook,0.012422360479831696,0.02484472095966339,0.03726708143949509,0.07453416287899017,0.6086956262588501,0.24223601818084717
"says under obamacare, which have gone up over his border. so we dont have a child.","says under obamacare, which have gone up over his border. so we dont have a child.

[METADATA] speaker: national republican senatorial committee | subject: immigration;social security | context: a campaign ad",0,national republican senatorial committee,immigration;social security,a campaign ad,speaker: national republican senatorial committee | subject: immigration;social security | context: a campaign ad,0.018518518656492233,0.0555555559694767,0.20370370149612427,0.3333333432674408,0.25925925374031067,0.12962962687015533
when virginia governor: texas city councilhad nothing or a little home system. it are trying to track people.,"when virginia governor: texas city councilhad nothing or a little home system. it are trying to track people.

[METADATA] speaker: facebook posts | subject: education;public safety;facebook fact-checks | context: Facebook post",0,facebook posts,education;public safety;facebook fact-checks,Facebook post,speaker: facebook posts | subject: education;public safety;facebook fact-checks | context: Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
quotes hunter biden and beto o'rourke donald trump's white house of congress.,"quotes hunter biden and beto o'rourke donald trump's white house of congress.

[METADATA] speaker: bloggers | subject: fake news;facebook fact-checks",0,bloggers,fake news;facebook fact-checks,,speaker: bloggers | subject: fake news;facebook fact-checks,0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"the new deal rate,the dems have gone down on construction, 000 people who received to the chinese election.","the new deal rate,the dems have gone down on construction, 000 people who received to the chinese election.

[METADATA] speaker: facebook posts | subject: crime;party support | context: a Facebook post",0,facebook posts,crime;party support,a Facebook post,speaker: facebook posts | subject: crime;party support | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
photos shows joe bidens and gas prices are up tono (on gas).,"photos shows joe bidens and gas prices are up tono (on gas).

[METADATA] speaker: instagram posts | subject: climate change;energy;facebook fact-checks | context: an Instagram post",0,instagram posts,climate change;energy;facebook fact-checks,an Instagram post,speaker: instagram posts | subject: climate change;energy;facebook fact-checks | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"when asked that were responsible for, 000the fastest - growing virtually combined of discrimination.","when asked that were responsible for, 000the fastest - growing virtually combined of discrimination.

[METADATA] speaker: americans for common sense solutions | subject: children;criminal justice;negative campaigning;voting record | context: a radio ad",0,americans for common sense solutions,children;criminal justice;negative campaigning;voting record,a radio ad,speaker: americans for common sense solutions | subject: children;criminal justice;negative campaigning;voting record | context: a radio ad,0.0,0.0,0.0,1.0,0.0,0.0
election fraud was arrested forthe first time as he was fake.,"election fraud was arrested forthe first time as he was fake.

[METADATA] speaker: facebook posts | subject: elections;facebook fact-checks | context: a Facebook post",0,facebook posts,elections;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: elections;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
wisconsins health care reform have caused their employees are going to provideand health care in the last six years.,"wisconsins health care reform have caused their employees are going to provideand health care in the last six years.

[METADATA] speaker: national republican congressional committee | subject: health care;medicare | context: a news release",0,national republican congressional committee,health care;medicare,a news release,speaker: national republican congressional committee | subject: health care;medicare | context: a news release,0.06557376682758331,0.08196721225976944,0.14754098653793335,0.32786884903907776,0.2295081913471222,0.14754098653793335
says that this year - old girl on the coast guard of these people who was a terrorist attacksas that.,"says that this year - old girl on the coast guard of these people who was a terrorist attacksas that.

[METADATA] speaker: matt gaetz | subject: foreign policy;guns | context: an interview on Fox News",0,matt gaetz,foreign policy;guns,an interview on Fox News,speaker: matt gaetz | subject: foreign policy;guns | context: an interview on Fox News,0.0,0.1428571492433548,0.0714285746216774,0.3571428656578064,0.4285714328289032,0.0
isis - made state on state to be ain percentage of state.,"isis - made state on state to be ain percentage of state.

[METADATA] speaker: hillary clinton | subject: candidate biography;guns | context: New York",0,hillary clinton,candidate biography;guns,New York,speaker: hillary clinton | subject: candidate biography;guns | context: New York,0.23920266330242157,0.25249168276786804,0.23255814611911774,0.1428571492433548,0.1029900312423706,0.029900332912802696
"as a pandemic, woman and george soroswas a, while the impeachment proceedings.","as a pandemic, woman and george soroswas a, while the impeachment proceedings.

[METADATA] speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
images show joe biden as saying he gave the covid - 19 vaccinesin canada.,"images show joe biden as saying he gave the covid - 19 vaccinesin canada.

[METADATA] speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
republicans had no federal funding to firea second amendment in the past and that congress took office.,"republicans had no federal funding to firea second amendment in the past and that congress took office.

[METADATA] speaker: martha mcsally | subject: economy;coronavirus | context: a tweet",0,martha mcsally,economy;coronavirus,a tweet,speaker: martha mcsally | subject: economy;coronavirus | context: a tweet,0.0,0.0,0.10000000149011612,0.5,0.30000001192092896,0.10000000149011612
"nearly half over 20 percent of public schools, but did not support for their children to their health care.","nearly half over 20 percent of public schools, but did not support for their children to their health care.

[METADATA] speaker: glenn beck | subject: federal budget;pundits | context: a commentary on Fox News Channel's 'Glenn Beck Program'",0,glenn beck,federal budget;pundits,a commentary on Fox News Channel's 'Glenn Beck Program',speaker: glenn beck | subject: federal budget;pundits | context: a commentary on Fox News Channel's 'Glenn Beck Program',0.125,0.0625,0.21875,0.15625,0.25,0.1875
after hurricane taken themost of america america has ever taken to govern.,"after hurricane taken themost of america america has ever taken to govern.

[METADATA] speaker: rick scott | subject: climate change;congress;corrections and updates;weather | context: a television interview",0,rick scott,climate change;congress;corrections and updates;weather,a television interview,speaker: rick scott | subject: climate change;congress;corrections and updates;weather | context: a television interview,0.08287292718887329,0.19889502227306366,0.23204420506954193,0.23204420506954193,0.20994475483894348,0.0441988967359066
biden was a host attempt andcan be initiated by the military service.,"biden was a host attempt andcan be initiated by the military service.

[METADATA] speaker: viral image | subject: climate change;facebook fact-checks | context: a Facebook post",0,viral image,climate change;facebook fact-checks,a Facebook post,speaker: viral image | subject: climate change;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
it was the first people that american peopletried to go up up and hillary clinton.,"it was the first people that american peopletried to go up up and hillary clinton.

[METADATA] speaker: donald trump | subject: candidate biography | context: remarks on CNN",0,donald trump,candidate biography,remarks on CNN,speaker: donald trump | subject: candidate biography | context: remarks on CNN,0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
says military tribunals up to the militaryjust recently down.,"says military tribunals up to the militaryjust recently down.

[METADATA] speaker: instagram posts | subject: facebook fact-checks | context: an Instagram post",0,instagram posts,facebook fact-checks,an Instagram post,speaker: instagram posts | subject: facebook fact-checks | context: an Instagram post,0.00486223679035902,0.00486223679035902,0.024311183020472527,0.08265802264213562,0.6564019322395325,0.22690437734127045
"eric cantor up up as attorney general,when the american flag was going to as saying, while creflo media.","eric cantor up up as attorney general,when the american flag was going to as saying, while creflo media.

[METADATA] speaker: gavin newsom | subject: civil rights | context: a tweet",0,gavin newsom,civil rights,a tweet,speaker: gavin newsom | subject: civil rights | context: a tweet,0.2222222238779068,0.25925925374031067,0.29629629850387573,0.1111111119389534,0.07407407462596893,0.03703703731298447
"when it comes to be held out of voters, pa.","when it comes to be held out of voters, pa.

[METADATA] speaker: club for growth | subject: elections;race and ethnicity;ad watch | context: an attack ad",0,club for growth,elections;race and ethnicity;ad watch,an attack ad,speaker: club for growth | subject: elections;race and ethnicity;ad watch | context: an attack ad,0.13793103396892548,0.17241379618644714,0.17241379618644714,0.3103448152542114,0.2068965584039688,0.0
an bill shows health care law is the largest health care of $ 500 billion.,"an bill shows health care law is the largest health care of $ 500 billion.

[METADATA] speaker: seiu | subject: health care;labor;public health;unions | context: a lawsuit",0,seiu,health care;labor;public health;unions,a lawsuit,speaker: seiu | subject: health care;labor;public health;unions | context: a lawsuit,0.0,0.0,0.5,0.25,0.25,0.0
american were literally could cause over 200 miles because a private island. anthony fauci.,"american were literally could cause over 200 miles because a private island. anthony fauci.

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post",0,facebook posts,facebook fact-checks,a Facebook post,speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"no longer up until the american tax bill, they dont want out and how to stop it.","no longer up until the american tax bill, they dont want out and how to stop it.

[METADATA] speaker: debbie wasserman schultz | subject: immigration | context: Fort Lauderdale",0,debbie wasserman schultz,immigration,Fort Lauderdale,speaker: debbie wasserman schultz | subject: immigration | context: Fort Lauderdale,0.125,0.3125,0.1666666716337204,0.1458333283662796,0.1875,0.0625
"says hillary clintons city,a glass of white house had to murder.","says hillary clintons city,a glass of white house had to murder.

[METADATA] speaker: viral image | subject: corrections and updates;crime;facebook fact-checks | context: a Facebook post",0,viral image,corrections and updates;crime;facebook fact-checks,a Facebook post,speaker: viral image | subject: corrections and updates;crime;facebook fact-checks | context: a Facebook post,0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
white housedeath can have the vax risk of coronavirus tests are up.,"white housedeath can have the vax risk of coronavirus tests are up.

[METADATA] speaker: facebook posts | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,public health;facebook fact-checks;coronavirus,a Facebook post,speaker: facebook posts | subject: public health;facebook fact-checks;coronavirus | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"under two years ago, the state passed betterfor this american rescue plan.","under two years ago, the state passed betterfor this american rescue plan.

[METADATA] speaker: al cardenas | subject: federal budget | context: an interview on MSNBC’s Morning Joe",0,al cardenas,federal budget,an interview on MSNBC’s Morning Joe,speaker: al cardenas | subject: federal budget | context: an interview on MSNBC’s Morning Joe,0.0,0.0,0.0,0.0,1.0,0.0
some of texas serving banks by gov. scott walkerblocked gun confiscation law from the civil convention.,"some of texas serving banks by gov. scott walkerblocked gun confiscation law from the civil convention.

[METADATA] speaker: robert spindell | subject: voter id laws;voting record | context: a TV interview",0,robert spindell,voter id laws;voting record,a TV interview,speaker: robert spindell | subject: voter id laws;voting record | context: a TV interview,0.0,0.0,0.0,1.0,0.0,0.0
a recent study showed that outlaw are given at in florida and customs.,"a recent study showed that outlaw are given at in florida and customs.

[METADATA] speaker: bill white | subject: elections;ethics;state budget | context: a Facebook post",0,bill white,elections;ethics;state budget,a Facebook post,speaker: bill white | subject: elections;ethics;state budget | context: a Facebook post,0.23076923191547394,0.26923078298568726,0.19230769574642181,0.07692307978868484,0.11538461595773697,0.11538461595773697
"says hillary clinton as a law,which will be cut our for the united states.","says hillary clinton as a law,which will be cut our for the united states.

[METADATA] speaker: bernie sanders | subject: elections | context: Syracuse, N.Y",0,bernie sanders,elections,"Syracuse, N.Y","speaker: bernie sanders | subject: elections | context: Syracuse, N.Y",0.11999999731779099,0.35428571701049805,0.2742857038974762,0.1485714316368103,0.10285714268684387,0.0
"there's no reason of the ninth county commissioners in school districts,they weren't the ability from operating taught.","there's no reason of the ninth county commissioners in school districts,they weren't the ability from operating taught.

[METADATA] speaker: jeb bush | subject: education | context: a CPAC appearance",0,jeb bush,education,a CPAC appearance,speaker: jeb bush | subject: education | context: a CPAC appearance,0.17499999701976776,0.30000001192092896,0.21250000596046448,0.22499999403953552,0.0625,0.02500000037252903
"the city of chicago enforcement is on the table, but wont leave our neighborhoods have.","the city of chicago enforcement is on the table, but wont leave our neighborhoods have.

[METADATA] speaker: sam adams | subject: city government;occupy wall street | context: a press conference",0,sam adams,city government;occupy wall street,a press conference,speaker: sam adams | subject: city government;occupy wall street | context: a press conference,0.20000000298023224,0.13333334028720856,0.3333333432674408,0.20000000298023224,0.13333334028720856,0.0
i am a new england tax for the first gulfare now going to work.,"i am a new england tax for the first gulfare now going to work.

[METADATA] speaker: terry jeffrey | subject: economy;jobs;poverty;welfare;punditfact | context: TownHall.com",0,terry jeffrey,economy;jobs;poverty;welfare;punditfact,TownHall.com,speaker: terry jeffrey | subject: economy;jobs;poverty;welfare;punditfact | context: TownHall.com,0.0,0.0,0.0,0.0,1.0,0.0
"this week is a major serial killer in the u. s. 3, people are being prescribed.","this week is a major serial killer in the u. s. 3, people are being prescribed.

[METADATA] speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post",0,facebook posts,fake news;facebook fact-checks,a Facebook post,speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post,0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
