synthetic_claim,text,label,speaker,subject,context,conditioning_prompt,true_counts,mostly_true_counts,half_true_counts,mostly_false_counts,false_counts,pants_on_fire_counts
"The government has ""never taken away people's freedom"" by giving them the ability to make their own healthcare decisions. ... But they've also given you more power over your personal data than any other country in this world, including China and Russia (and) Iran is no exception — basically everything about that nation’s life depends on what we do with it."" (Also), he said of his proposal for Obamacare","The government has ""never taken away people's freedom"" by giving them the ability to make their own healthcare decisions. ... But they've also given you more power over your personal data than any other country in this world, including China and Russia (and) Iran is no exception — basically everything about that nation’s life depends on what we do with it."" (Also), he said of his proposal for Obamacare

[METADATA] speaker: donald trump | subject: health care | context: a presidential debate",0,donald trump,health care,a presidential debate,"[CONDITION] Label: FAKE | Speaker: donald trump | Subject: health care | Context: a presidential debate
[CLAIM]",0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
"The gun buy-in law in the U.S. is ""the most restrictive ever enacted by any country, and it's been implemented nationwide since 2010! It will make you pay $1 million for every single new firearm sold!"" In Texas alone that would be over$4 billion per year...and if we consider all states together there are more than half of them with this kind bill going into effect soon or within","The gun buy-in law in the U.S. is ""the most restrictive ever enacted by any country, and it's been implemented nationwide since 2010! It will make you pay $1 million for every single new firearm sold!"" In Texas alone that would be over$4 billion per year...and if we consider all states together there are more than half of them with this kind bill going into effect soon or within

[METADATA] speaker: facebook posts | subject: government regulation;facebook fact-checks;guns | context: a Facebook post",0,facebook posts,government regulation;facebook fact-checks;guns,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: government regulation;facebook fact-checks;guns | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says Donald Trump's daughter, Ivanka and Johny Biden ""are on the same team"" with their son. The president of America is now his niece! #DonaldTrumpNieceIvankaBidenJohnjanybideCoin2023FakeNewsAndClosestAffinityGroup!!😂#AmericaIsOnTheSameTeam⚔️ @PresidentJoeG","Says Donald Trump's daughter, Ivanka and Johny Biden ""are on the same team"" with their son. The president of America is now his niece! #DonaldTrumpNieceIvankaBidenJohnjanybideCoin2023FakeNewsAndClosestAffinityGroup!!😂#AmericaIsOnTheSameTeam⚔️ @PresidentJoeG

[METADATA] speaker: facebook posts | subject: fake news;facebook fact-checks | context: a Facebook post",0,facebook posts,fake news;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: fake news;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"The U.S. government is ""going to spend $4 trillion in new foreign aid, and that's the amount of money it has spent on military operations since 2001"" over six years ago."" ... That would be more than any other country except China or Russia -- which are spending billions annually for their own purposes rather then investing those resources into helping people around this world who have suffered from poverty . The United States","The U.S. government is ""going to spend $4 trillion in new foreign aid, and that's the amount of money it has spent on military operations since 2001"" over six years ago."" ... That would be more than any other country except China or Russia -- which are spending billions annually for their own purposes rather then investing those resources into helping people around this world who have suffered from poverty . The United States

[METADATA] speaker: nicholas burns | subject: global news service;federal budget;foreign policy | context: a House committee hearing",0,nicholas burns,global news service;federal budget;foreign policy,a House committee hearing,"[CONDITION] Label: FAKE | Speaker: nicholas burns | Subject: global news service;federal budget;foreign policy | Context: a House committee hearing
[CLAIM]",0.0,0.0,0.5,0.5,0.0,0.0
"The COVID-19 vaccine was ""a scam. It's not a drug or any other medical product that you can take for the price of $1000 to get 5 years off your taxes! This is just another way by which pharmaceutical companies are making money from people who don't want their tax dollars being spent on something they have no use-for, but then using it as cover-up!"" 🚨�","The COVID-19 vaccine was ""a scam. It's not a drug or any other medical product that you can take for the price of $1000 to get 5 years off your taxes! This is just another way by which pharmaceutical companies are making money from people who don't want their tax dollars being spent on something they have no use-for, but then using it as cover-up!"" 🚨�

[METADATA] speaker: viral image | subject: public health;facebook fact-checks;coronavirus | context: an Instagram post",0,viral image,public health;facebook fact-checks;coronavirus,an Instagram post,"[CONDITION] Label: FAKE | Speaker: viral image | Subject: public health;facebook fact-checks;coronavirus | Context: an Instagram post
[CLAIM]",0.003487358335405588,0.01133391447365284,0.030514385551214218,0.046207498759031296,0.6198779344558716,0.28857889771461487
"Says ""Donald Trump is trying to make gun laws illegal in the United States. He has already done it by banning guns from his family and friends! This President wants you banned? No, he just said this!"" (Sasha Krug) was among those who voted for Donald Trudeau's presidential bid during Barack Obama’s campaign period but she didn’t vote against him at all because of her political affiliation as","Says ""Donald Trump is trying to make gun laws illegal in the United States. He has already done it by banning guns from his family and friends! This President wants you banned? No, he just said this!"" (Sasha Krug) was among those who voted for Donald Trudeau's presidential bid during Barack Obama’s campaign period but she didn’t vote against him at all because of her political affiliation as

[METADATA] speaker: bloggers | subject: punditfact;guns | context: a post on Facebook",0,bloggers,punditfact;guns,a post on Facebook,"[CONDITION] Label: FAKE | Speaker: bloggers | Subject: punditfact;guns | Context: a post on Facebook
[CLAIM]",0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"Says the Democratic National Committee ""has been in favor of removing guns from our country. They have done this for 50 years and it's working, they've succeeded."" (The DNC) is now outgoing chairman after three consecutive terms under Ron Johnson and has since disbanded its staff because he was not elected president candidate again . ""President Obama said that if you put up an alarm system with 'gun","Says the Democratic National Committee ""has been in favor of removing guns from our country. They have done this for 50 years and it's working, they've succeeded."" (The DNC) is now outgoing chairman after three consecutive terms under Ron Johnson and has since disbanded its staff because he was not elected president candidate again . ""President Obama said that if you put up an alarm system with 'gun

[METADATA] speaker: don lemon | subject: punditfact;guns | context: a live broadcast on CNN",0,don lemon,punditfact;guns,a live broadcast on CNN,"[CONDITION] Label: FAKE | Speaker: don lemon | Subject: punditfact;guns | Context: a live broadcast on CNN
[CLAIM]",0.25,0.25,0.0,0.25,0.25,0.0
"Says Joe Biden's ""family"" is the first family to have children in 50 years. He has never been President, so he doesn't qualify for an Ethics Committee seat! The only person who could be president with all these restrictions would need two of his brothers and sisters as witnesses before they were able (to run) their own party candidate into office... It was not possible that it can happen this way ... I","Says Joe Biden's ""family"" is the first family to have children in 50 years. He has never been President, so he doesn't qualify for an Ethics Committee seat! The only person who could be president with all these restrictions would need two of his brothers and sisters as witnesses before they were able (to run) their own party candidate into office... It was not possible that it can happen this way ... I

[METADATA] speaker: facebook posts | subject: ethics;facebook fact-checks | context: a Facebook post",0,facebook posts,ethics;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: ethics;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"The state of New Jersey ""has the highest school funding in America. We're paying more for our students than any other county, city or town."" And that's a big reason why there are so many public schools with poor conditions and high student-to-teacher ratios"" compared to private institutions where teacher salaries can be higher but costs continue rising due taxes . ...The tax burden is also much heavier at home when you have $","The state of New Jersey ""has the highest school funding in America. We're paying more for our students than any other county, city or town."" And that's a big reason why there are so many public schools with poor conditions and high student-to-teacher ratios"" compared to private institutions where teacher salaries can be higher but costs continue rising due taxes . ...The tax burden is also much heavier at home when you have $

[METADATA] speaker: michael doherty | subject: education;taxes | context: an interview on NJToday",0,michael doherty,education;taxes,an interview on NJToday,"[CONDITION] Label: FAKE | Speaker: michael doherty | Subject: education;taxes | Context: an interview on NJToday
[CLAIM]",0.25,0.125,0.125,0.125,0.375,0.0
"Says Republican Gov. Scott Walker ""has proposed to force all gay people on the streets and put them in cages, with no exit from their lives of freedom or religion until he's done it himself! He has even tried forcing LGBT couples into marriage by threatening that if they marry together you'll have your tax dollars wiped off!"" And then said she was fired for her actions after filing an investigation about his handling"" during","Says Republican Gov. Scott Walker ""has proposed to force all gay people on the streets and put them in cages, with no exit from their lives of freedom or religion until he's done it himself! He has even tried forcing LGBT couples into marriage by threatening that if they marry together you'll have your tax dollars wiped off!"" And then said she was fired for her actions after filing an investigation about his handling"" during

[METADATA] speaker: government is not god pac | subject: health care;lgbtq;religion | context: a newspaper advertisement",0,government is not god pac,health care;lgbtq;religion,a newspaper advertisement,"[CONDITION] Label: FAKE | Speaker: government is not god pac | Subject: health care;lgbtq;religion | Context: a newspaper advertisement
[CLAIM]",0.0,0.0,0.0,0.1666666716337204,0.3333333432674408,0.5
"Says President Donald Trump said, ""China is the only country that will be able to stop this pandemic from killing millions of people. China has been doing so for years and they have done it successfully! They are going back in time with COVID-19 virus just like we did!"" He also mentioned he was happy about his own death at 72 after getting infected by Covid due to an old vaccine."" The coronavirus vaccines were","Says President Donald Trump said, ""China is the only country that will be able to stop this pandemic from killing millions of people. China has been doing so for years and they have done it successfully! They are going back in time with COVID-19 virus just like we did!"" He also mentioned he was happy about his own death at 72 after getting infected by Covid due to an old vaccine."" The coronavirus vaccines were

[METADATA] speaker: facebook posts | subject: china;public health;facebook fact-checks;coronavirus | context: a Facebook post",0,facebook posts,china;public health;facebook fact-checks;coronavirus,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: china;public health;facebook fact-checks;coronavirus | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says ""the Centers for Disease Control and Prevention (CDC) has identified 8,000 diseases that are preventable. It's all in your pocket! You can't even afford to buy them,"" says Dr. Andrew McCabe of Harvard Medical School as part measures taken by President Donald Trump during his presidency aimed at preventing COVID-19 from spreading among people with disabilities or who were disabled after an accident.""","Says ""the Centers for Disease Control and Prevention (CDC) has identified 8,000 diseases that are preventable. It's all in your pocket! You can't even afford to buy them,"" says Dr. Andrew McCabe of Harvard Medical School as part measures taken by President Donald Trump during his presidency aimed at preventing COVID-19 from spreading among people with disabilities or who were disabled after an accident.""

[METADATA] speaker: naturalnews.com | subject: health care;public health | context: a story making the rounds on social media",0,naturalnews.com,health care;public health,a story making the rounds on social media,"[CONDITION] Label: FAKE | Speaker: naturalnews.com | Subject: health care;public health | Context: a story making the rounds on social media
[CLAIM]",0.0,0.0,0.0,0.0,1.0,0.0
"The Trump campaign ""is now using the same Twitter account as President Biden. It's just his old one, not mine! He uses my tweet to promote himself and get people in on it!"" ..."" That means he is recruiting voters through social media advertising from Donald J., who has been accused of spreading false information about him throughout election season.""","The Trump campaign ""is now using the same Twitter account as President Biden. It's just his old one, not mine! He uses my tweet to promote himself and get people in on it!"" ..."" That means he is recruiting voters through social media advertising from Donald J., who has been accused of spreading false information about him throughout election season.""

[METADATA] speaker: john rich | subject: criminal justice;elections;technology;facebook fact-checks | context: a Facebook post",0,john rich,criminal justice;elections;technology;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: john rich | Subject: criminal justice;elections;technology;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.0,0.0,0.0,0.0,1.0,0.0
"The war in Iraq was ""a mistake. It's been 20 years now, and it still hasn't gotten the job done yet,"" President Barack Obama said at his first address of Iraqi veterans' rights on January 8th 2012 as president-elect during Congress hearings for $5 million each from IRAQI VETERAN CLAUS KIRKLEYEINDAHTEINE W","The war in Iraq was ""a mistake. It's been 20 years now, and it still hasn't gotten the job done yet,"" President Barack Obama said at his first address of Iraqi veterans' rights on January 8th 2012 as president-elect during Congress hearings for $5 million each from IRAQI VETERAN CLAUS KIRKLEYEINDAHTEINE W

[METADATA] speaker: jeb bush | subject: iraq | context: a response to a question after a town hall meeting",0,jeb bush,iraq,a response to a question after a town hall meeting,"[CONDITION] Label: FAKE | Speaker: jeb bush | Subject: iraq | Context: a response to a question after a town hall meeting
[CLAIM]",0.17499999701976776,0.30000001192092896,0.21250000596046448,0.22499999403953552,0.0625,0.02500000037252903
"Says President Donald Trump ""said, 'I will never again be allowed to use this language.'"" He also said he is not going away. In the past two years of his presidency (Trump) has been in office 11 times and I have no reason why you should care about what's on your mind or how many people are at home right now because we're all facing some terrible weather today."" The","Says President Donald Trump ""said, 'I will never again be allowed to use this language.'"" He also said he is not going away. In the past two years of his presidency (Trump) has been in office 11 times and I have no reason why you should care about what's on your mind or how many people are at home right now because we're all facing some terrible weather today."" The

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: a post",0,facebook posts,facebook fact-checks,a post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: facebook fact-checks | Context: a post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says ""I've spent 20 years in the state legislature trying to fix public school funding. I'm not going back now,"" and he supports raising taxes on teachers, increasing student fees for students who can't afford it or working parents' jobs that don’t pay enough wages."" He also says his plan would force schools into high-paying corporate campuses like Apple's campus at Chicago Public Schools ."" If you're","Says ""I've spent 20 years in the state legislature trying to fix public school funding. I'm not going back now,"" and he supports raising taxes on teachers, increasing student fees for students who can't afford it or working parents' jobs that don’t pay enough wages."" He also says his plan would force schools into high-paying corporate campuses like Apple's campus at Chicago Public Schools ."" If you're

[METADATA] speaker: john mccain | subject: education | context: a television ad",0,john mccain,education,a television ad,"[CONDITION] Label: FAKE | Speaker: john mccain | Subject: education | Context: a television ad
[CLAIM]",0.20108695328235626,0.20108695328235626,0.16847826540470123,0.17391304671764374,0.21195651590824127,0.043478261679410934
"Says ""the tax on cars is $1,000. The car industry has to pay 10 percent of the new taxes they've been paying for over three years and now that's it! They can't cut any more cuts in their business... unless we give them an extra one million dollars each year from our budget plan ... That would be enough money not only this summer but next spring if you think about all those","Says ""the tax on cars is $1,000. The car industry has to pay 10 percent of the new taxes they've been paying for over three years and now that's it! They can't cut any more cuts in their business... unless we give them an extra one million dollars each year from our budget plan ... That would be enough money not only this summer but next spring if you think about all those

[METADATA] speaker: sam rashid | subject: transportation;taxes | context: a mailer",0,sam rashid,transportation;taxes,a mailer,"[CONDITION] Label: FAKE | Speaker: sam rashid | Subject: transportation;taxes | Context: a mailer
[CLAIM]",0.0,0.0,0.0,1.0,0.0,0.0
"Says President Barack Obama ""didn't kill"" 100 people in his first term. He also didn’t say that he killed more than $1 billion of victims' lives because they were shot at by terrorists, but said it was not clear how much money went into those deaths and why there wasn't enough evidence to prove otherwise as well!","Says President Barack Obama ""didn't kill"" 100 people in his first term. He also didn’t say that he killed more than $1 billion of victims' lives because they were shot at by terrorists, but said it was not clear how much money went into those deaths and why there wasn't enough evidence to prove otherwise as well!

[METADATA] speaker: donald trump | subject: crime | context: a statement on the White House website",0,donald trump,crime,a statement on the White House website,"[CONDITION] Label: FAKE | Speaker: donald trump | Subject: crime | Context: a statement on the White House website
[CLAIM]",0.03696098551154137,0.08726899325847626,0.12320328503847122,0.19917865097522736,0.36960986256599426,0.18377824127674103
"Says President Donald Trump ""told the public that Medicare will be fully funded in 2020. He said he would give $1 trillion to people who can pay for their own care, and no one is going to stop him from doing this! And it's not just Republican politicians - anyone with an interest could do something like what I did on Facebook!"" 🏛️💰","Says President Donald Trump ""told the public that Medicare will be fully funded in 2020. He said he would give $1 trillion to people who can pay for their own care, and no one is going to stop him from doing this! And it's not just Republican politicians - anyone with an interest could do something like what I did on Facebook!"" 🏛️💰

[METADATA] speaker: facebook posts | subject: medicare;facebook fact-checks | context: a post",0,facebook posts,medicare;facebook fact-checks,a post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: medicare;facebook fact-checks | Context: a post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"We've never had a government run on the federal debt. In fact, it's been running for 30 years and we have not ever taken that long of time to get rid off our national debts in this country."" ""When you look at what is happening right now,"" she said ""it shows us how much money was spent by President Obama when he took office last year (2013) ... It really tells me","We've never had a government run on the federal debt. In fact, it's been running for 30 years and we have not ever taken that long of time to get rid off our national debts in this country."" ""When you look at what is happening right now,"" she said ""it shows us how much money was spent by President Obama when he took office last year (2013) ... It really tells me

[METADATA] speaker: sarah palin | subject: deficit;federal budget;history | context: an interview with Fox News' Greta Van Susteren",0,sarah palin,deficit;federal budget;history,an interview with Fox News' Greta Van Susteren,"[CONDITION] Label: FAKE | Speaker: sarah palin | Subject: deficit;federal budget;history | Context: an interview with Fox News' Greta Van Susteren
[CLAIM]",0.2153846174478531,0.0923076942563057,0.13846154510974884,0.13846154510974884,0.32307693362236023,0.0923076942563057
"Says that ""the number of arrests for crimes committed by criminals is 1,000 times higher than the total arrest rate in our country. And it's not just this one crime...it’s all over us now! The United States has been at an unprecedented crisis since '09-12/2020,' and we are still on top with murder rates . All those years have brought down more murders to zero.""","Says that ""the number of arrests for crimes committed by criminals is 1,000 times higher than the total arrest rate in our country. And it's not just this one crime...it’s all over us now! The United States has been at an unprecedented crisis since '09-12/2020,' and we are still on top with murder rates . All those years have brought down more murders to zero.""

[METADATA] speaker: shannon grove | subject: criminal justice;elections;crime | context: a tweet",0,shannon grove,criminal justice;elections;crime,a tweet,"[CONDITION] Label: FAKE | Speaker: shannon grove | Subject: criminal justice;elections;crime | Context: a tweet
[CLAIM]",0.0,0.0,0.0,0.0,0.0,1.0
"Says Joe Biden said, ""We are going to go back in time and erase all the history books. We will be able now that we have never existed before."" He also tweeted about this statement with his signature 📚👍! #JoeBiden","Says Joe Biden said, ""We are going to go back in time and erase all the history books. We will be able now that we have never existed before."" He also tweeted about this statement with his signature 📚👍! #JoeBiden

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: a Facebook post",0,facebook posts,facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: facebook fact-checks | Context: a Facebook post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says the federal government ""has never actually taken any action against marijuana. It has only just started to take it on its own, and they've been really aggressive in trying (to make them) stop using THC but there's still not much progress made,"" as of 2021 when he was elected governor for California by his first term alone . He also said that if you're going through an addiction crisis then people","Says the federal government ""has never actually taken any action against marijuana. It has only just started to take it on its own, and they've been really aggressive in trying (to make them) stop using THC but there's still not much progress made,"" as of 2021 when he was elected governor for California by his first term alone . He also said that if you're going through an addiction crisis then people

[METADATA] speaker: david crowley | subject: drugs;crime;marijuana | context: a TV interview",0,david crowley,drugs;crime;marijuana,a TV interview,"[CONDITION] Label: FAKE | Speaker: david crowley | Subject: drugs;crime;marijuana | Context: a TV interview
[CLAIM]",0.0,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408,0.0
"Says ""we've got a lot of students who are struggling in school. They're not being taught the way they should be, and it's just that we don't have any support for them at all."" He says his proposal to make teachers more paid is likely going nowhere because he has no budget available on this issue"" Suresha Patel said she was told by her superintendent about having $50 per","Says ""we've got a lot of students who are struggling in school. They're not being taught the way they should be, and it's just that we don't have any support for them at all."" He says his proposal to make teachers more paid is likely going nowhere because he has no budget available on this issue"" Suresha Patel said she was told by her superintendent about having $50 per

[METADATA] speaker: tony evers | subject: education | context: an interview",0,tony evers,education,an interview,"[CONDITION] Label: FAKE | Speaker: tony evers | Subject: education | Context: an interview
[CLAIM]",0.125,0.22499999403953552,0.20000000298023224,0.25,0.17499999701976776,0.02500000037252903
"Says the United Methodist Church is ""the largest denomination in America"" and that it has a presence of over 2 million members. It's also one among five major denominations, along with Catholicism (which makes up about half) or Protestant churches like Presbyterian Baptist who make nearly three percent."" The Christian Coalition says they are now outnumbered by Republican politicians at national meetings for their political goals because most Republicans","Says the United Methodist Church is ""the largest denomination in America"" and that it has a presence of over 2 million members. It's also one among five major denominations, along with Catholicism (which makes up about half) or Protestant churches like Presbyterian Baptist who make nearly three percent."" The Christian Coalition says they are now outnumbered by Republican politicians at national meetings for their political goals because most Republicans

[METADATA] speaker: woody degan | subject: economy;religion | context: an interview with The Commercial Appeal",0,woody degan,economy;religion,an interview with The Commercial Appeal,"[CONDITION] Label: FAKE | Speaker: woody degan | Subject: economy;religion | Context: an interview with The Commercial Appeal
[CLAIM]",0.0,0.0,0.0,0.0,0.0,1.0
"Says Barack Obama's ""financial regulatory reforms are actually going to make it easier for Wall Street and other big banks. They're not even getting any better, they just get worse at regulating themselves,"" with a $100 billion bailout package that he said was an example of his policies being more permissive than Congress would allow him in 2010 when Republicans took control over Washington Capitol Hill.""","Says Barack Obama's ""financial regulatory reforms are actually going to make it easier for Wall Street and other big banks. They're not even getting any better, they just get worse at regulating themselves,"" with a $100 billion bailout package that he said was an example of his policies being more permissive than Congress would allow him in 2010 when Republicans took control over Washington Capitol Hill.""

[METADATA] speaker: marco rubio | subject: financial regulation | context: the first GOP primary debate",0,marco rubio,financial regulation,the first GOP primary debate,"[CONDITION] Label: FAKE | Speaker: marco rubio | Subject: financial regulation | Context: the first GOP primary debate
[CLAIM]",0.12352941185235977,0.2235294133424759,0.20588235557079315,0.24117647111415863,0.1764705926179886,0.029411764815449715
"Says ""Jane Doe"" was arrested for assaulting an unarmed man in Texas. She's been charged with murder and is currently awaiting trial at the State of California, 25 years away from her arrest! #JusticeForAll @AmericaNow@FBI@gmail.com","Says ""Jane Doe"" was arrested for assaulting an unarmed man in Texas. She's been charged with murder and is currently awaiting trial at the State of California, 25 years away from her arrest! #JusticeForAll @AmericaNow@FBI@gmail.com

[METADATA] speaker: bloggers | subject: fake news;facebook fact-checks | context: a post on Facebook",0,bloggers,fake news;facebook fact-checks,a post on Facebook,"[CONDITION] Label: FAKE | Speaker: bloggers | Subject: fake news;facebook fact-checks | Context: a post on Facebook
[CLAIM]",0.01092896144837141,0.02459016442298889,0.032786883413791656,0.07240436971187592,0.31830599904060364,0.5409836173057556
"Says he ""voted to expand the death penalty. He voted for it while also supporting my 2013 law that made me responsible if you did something wrong with your own family in an emergency situation, like when someone was murdered on purpose by their children or friends and neighbors,"" said Ted Cruz's former Texas governor at his time as president of U.S.-Mexico border enforcement authority . In fact ,""he never","Says he ""voted to expand the death penalty. He voted for it while also supporting my 2013 law that made me responsible if you did something wrong with your own family in an emergency situation, like when someone was murdered on purpose by their children or friends and neighbors,"" said Ted Cruz's former Texas governor at his time as president of U.S.-Mexico border enforcement authority . In fact ,""he never

[METADATA] speaker: mike bost | subject: criminal justice;crime | context: a campaign ad",0,mike bost,criminal justice;crime,a campaign ad,"[CONDITION] Label: FAKE | Speaker: mike bost | Subject: criminal justice;crime | Context: a campaign ad
[CLAIM]",0.0,0.0,0.0,1.0,0.0,0.0
"Says ""the Obama administration's plan to close public schools is illegal. It would violate the Constitution and laws of our country, including Title I funding rules for school closures in high-poverty areas! The President has never signed an executive order on this topic before!"" He also said that he had been told by Congress about his plans when it was time (to sign) but didn't want him or anyone else from doing","Says ""the Obama administration's plan to close public schools is illegal. It would violate the Constitution and laws of our country, including Title I funding rules for school closures in high-poverty areas! The President has never signed an executive order on this topic before!"" He also said that he had been told by Congress about his plans when it was time (to sign) but didn't want him or anyone else from doing

[METADATA] speaker: richard cordray | subject: education;legal issues | context: a Facebook ad",0,richard cordray,education;legal issues,a Facebook ad,"[CONDITION] Label: FAKE | Speaker: richard cordray | Subject: education;legal issues | Context: a Facebook ad
[CLAIM]",0.1428571492433548,0.2857142984867096,0.2857142984867096,0.2857142984867096,0.0,0.0
"The average American ""has 1.6 years of free time a year that they can spend to pay off their mortgage or rent, and the rest is spent doing something else — which could be anything from going out with friends in one night"" but most people do it for entertainment purposes rather than paying bills down your budget...So we have this whole culture where you're always up at five o'clock trying not so much as","The average American ""has 1.6 years of free time a year that they can spend to pay off their mortgage or rent, and the rest is spent doing something else — which could be anything from going out with friends in one night"" but most people do it for entertainment purposes rather than paying bills down your budget...So we have this whole culture where you're always up at five o'clock trying not so much as

[METADATA] speaker: bernie sanders | subject: poverty | context: an interview on MSNBC",0,bernie sanders,poverty,an interview on MSNBC,"[CONDITION] Label: FAKE | Speaker: bernie sanders | Subject: poverty | Context: an interview on MSNBC
[CLAIM]",0.11999999731779099,0.35428571701049805,0.2742857038974762,0.1485714316368103,0.10285714268684387,0.0
"The Department of Energy has ""wronged"" the Gulf Coast by not paying for cleanup. (The) EPA is still on track to pay $2 billion per barrel, but we're only getting 1% profit margin at this point in time... That's way below our own industry average and well above any other country that does it right away."" ...This means they don't have enough revenue from their oil purchases coming","The Department of Energy has ""wronged"" the Gulf Coast by not paying for cleanup. (The) EPA is still on track to pay $2 billion per barrel, but we're only getting 1% profit margin at this point in time... That's way below our own industry average and well above any other country that does it right away."" ...This means they don't have enough revenue from their oil purchases coming

[METADATA] speaker: eric johnson | subject: energy;oil spill | context: a blog post",0,eric johnson,energy;oil spill,a blog post,"[CONDITION] Label: FAKE | Speaker: eric johnson | Subject: energy;oil spill | Context: a blog post
[CLAIM]",0.0,0.0,0.3333333432674408,0.0,0.3333333432674408,0.3333333432674408
"Says the U.S. Supreme Court has ruled that abortions are ""inconsistent with"" fetal development at 3 weeks after birth and not until more than three months later, but this is false news! Abortion will be legal in all states by August of next year!""","Says the U.S. Supreme Court has ruled that abortions are ""inconsistent with"" fetal development at 3 weeks after birth and not until more than three months later, but this is false news! Abortion will be legal in all states by August of next year!""

[METADATA] speaker: facebook posts | subject: abortion;facebook fact-checks | context: a post",0,facebook posts,abortion;facebook fact-checks,a post,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: abortion;facebook fact-checks | Context: a post
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says ""Joe Biden's 2012 campaign pledged to close public schools. He promised the same in his second term, and now he is running for governor of Wisconsin with a $3 billion budget increase from Gov. Scott Walker! ... Joe (Biden) wants us all back into those closed school buildings!"""" And that was before Trump took office.""","Says ""Joe Biden's 2012 campaign pledged to close public schools. He promised the same in his second term, and now he is running for governor of Wisconsin with a $3 billion budget increase from Gov. Scott Walker! ... Joe (Biden) wants us all back into those closed school buildings!"""" And that was before Trump took office.""

[METADATA] speaker: ted gatsas | subject: education;voting record | context: an ad",0,ted gatsas,education;voting record,an ad,"[CONDITION] Label: FAKE | Speaker: ted gatsas | Subject: education;voting record | Context: an ad
[CLAIM]",0.0,0.0,0.0,1.0,0.0,0.0
"Says ""a photo shows a woman wearing the mask of Donald Trump. It was taken in 2020, but it's still being used today as evidence that he is not real and fake! #TrumpMasks"" with more photos to prove this claim than any other video or article has ever shown him using one since then."" Joe Biden said on January 13 2017 at his inauguration 'the world","Says ""a photo shows a woman wearing the mask of Donald Trump. It was taken in 2020, but it's still being used today as evidence that he is not real and fake! #TrumpMasks"" with more photos to prove this claim than any other video or article has ever shown him using one since then."" Joe Biden said on January 13 2017 at his inauguration 'the world

[METADATA] speaker: facebook posts | subject: facebook fact-checks | context: an image",0,facebook posts,facebook fact-checks,an image,"[CONDITION] Label: FAKE | Speaker: facebook posts | Subject: facebook fact-checks | Context: an image
[CLAIM]",0.00997091829776764,0.020772745832800865,0.044869132339954376,0.10178645700216293,0.5857914686203003,0.23680931329727173
"Says former President Barack Obama ""was denied military service because he was black. He didn't get to serve in the army or navy while fighting wars against white people! Why? Because his parents were poor, so they couldn’t afford their son’s education fees for college tuition (and) that would have allowed him into school campuses like mine did not allow it"".""","Says former President Barack Obama ""was denied military service because he was black. He didn't get to serve in the army or navy while fighting wars against white people! Why? Because his parents were poor, so they couldn’t afford their son’s education fees for college tuition (and) that would have allowed him into school campuses like mine did not allow it"".""

[METADATA] speaker: occupy democrats | subject: race and ethnicity;military;facebook fact-checks | context: a Facebook post",0,occupy democrats,race and ethnicity;military;facebook fact-checks,a Facebook post,"[CONDITION] Label: FAKE | Speaker: occupy democrats | Subject: race and ethnicity;military;facebook fact-checks | Context: a Facebook post
[CLAIM]",0.0,0.09090909361839294,0.3181818127632141,0.04545454680919647,0.3636363744735718,0.1818181872367859
